github repo,cve vendor,cve product,cve ids
php-fusion/php-fusion,php-fusion,php-fusion,CVE-2004-1723 CVE-2004-1724 CVE-2004-2437 CVE-2004-2438 CVE-2005-0345 CVE-2005-0692 CVE-2005-0829 CVE-2005-2074 CVE-2005-2075 CVE-2005-2401 CVE-2005-2783 CVE-2005-3157 CVE-2005-3158 CVE-2005-3159 CVE-2005-3160 CVE-2005-3161 CVE-2005-3739 CVE-2005-3740 CVE-2005-4005 CVE-2005-4516 CVE-2005-4517 CVE-2005-4655 CVE-2006-0593 CVE-2006-2330 CVE-2006-2331 CVE-2006-2459 CVE-2006-3555 CVE-2006-4673 CVE-2007-3559 CVE-2008-1918 CVE-2008-5074 CVE-2008-5196 CVE-2008-5197 CVE-2008-5335 CVE-2008-5733 CVE-2008-5946 CVE-2008-6850 CVE-2009-0831 CVE-2009-0832 CVE-2009-3119 CVE-2009-4889 CVE-2010-4791 CVE-2010-4931 CVE-2011-0512 CVE-2012-6043 CVE-2013-1803 CVE-2013-1804 CVE-2013-1806 CVE-2013-1807 CVE-2013-7375 CVE-2014-8596 CVE-2014-8597 CVE-2015-8375 CVE-2019-12099 CVE-2020-12438 CVE-2020-12461 CVE-2020-12706 CVE-2020-12708 CVE-2020-12718 CVE-2020-14960 CVE-2020-15041 CVE-2020-17449 CVE-2020-17450 CVE-2020-23178 CVE-2020-23179 CVE-2020-23181 CVE-2020-23182 CVE-2020-23184 CVE-2020-23185 CVE-2020-23658 CVE-2020-23702 CVE-2020-23754 CVE-2020-24949 CVE-2020-35687 CVE-2020-35952 CVE-2021-28280 CVE-2021-3172 CVE-2021-40188 CVE-2021-40189 CVE-2021-40541
php/php,php,php,CVE-1999-0058 CVE-1999-0068 CVE-1999-0238 CVE-2000-0059 CVE-2000-0860 CVE-2000-0967 CVE-2001-0108 CVE-2001-1246 CVE-2001-1247 CVE-2001-1385 CVE-2002-0081 CVE-2002-0121 CVE-2002-0229 CVE-2002-0253 CVE-2002-0484 CVE-2002-0717 CVE-2002-0985 CVE-2002-0986 CVE-2002-1396 CVE-2002-1783 CVE-2002-1954 CVE-2002-2214 CVE-2002-2215 CVE-2002-2309 CVE-2003-0097 CVE-2003-0166 CVE-2003-0172 CVE-2003-0249 CVE-2003-0442 CVE-2003-0860 CVE-2003-0861 CVE-2003-0863 CVE-2003-1302 CVE-2003-1303 CVE-2004-0542 CVE-2004-0594 CVE-2004-0595 CVE-2004-0958 CVE-2004-0959 CVE-2004-1018 CVE-2004-1019 CVE-2004-1020 CVE-2004-1063 CVE-2004-1064 CVE-2004-1065 CVE-2004-1392 CVE-2005-0524 CVE-2005-0525 CVE-2005-0596 CVE-2005-1042 CVE-2005-1043 CVE-2005-3054 CVE-2005-3319 CVE-2005-3353 CVE-2005-3388 CVE-2005-3389 CVE-2005-3390 CVE-2005-3391 CVE-2005-3392 CVE-2005-3883 CVE-2006-0097 CVE-2006-0200 CVE-2006-0207 CVE-2006-0208 CVE-2006-0996 CVE-2006-1014 CVE-2006-1015 CVE-2006-1017 CVE-2006-1490 CVE-2006-1494 CVE-2006-1549 CVE-2006-1608 CVE-2006-1990 CVE-2006-1991 CVE-2006-2563 CVE-2006-2660 CVE-2006-3011 CVE-2006-3017 CVE-2006-4020 CVE-2006-4023 CVE-2006-4433 CVE-2006-4481 CVE-2006-4482 CVE-2006-4483 CVE-2006-4484 CVE-2006-4485 CVE-2006-4486 CVE-2006-4625 CVE-2006-4812 CVE-2006-5178 CVE-2006-5465 CVE-2006-5706 CVE-2006-6383 CVE-2006-7204 CVE-2006-7243 CVE-2007-0448 CVE-2007-0455 CVE-2007-0905 CVE-2007-0906 CVE-2007-0907 CVE-2007-0908 CVE-2007-0909 CVE-2007-0910 CVE-2007-0911 CVE-2007-0988 CVE-2007-1001 CVE-2007-1285 CVE-2007-1286 CVE-2007-1287 CVE-2007-1375 CVE-2007-1376 CVE-2007-1378 CVE-2007-1379 CVE-2007-1380 CVE-2007-1381 CVE-2007-1383 CVE-2007-1396 CVE-2007-1399 CVE-2007-1401 CVE-2007-1411 CVE-2007-1412 CVE-2007-1413 CVE-2007-1452 CVE-2007-1453 CVE-2007-1454 CVE-2007-1460 CVE-2007-1461 CVE-2007-1475 CVE-2007-1484 CVE-2007-1521 CVE-2007-1522 CVE-2007-1581 CVE-2007-1582 CVE-2007-1583 CVE-2007-1584 CVE-2007-1649 CVE-2007-1700 CVE-2007-1701 CVE-2007-1709 CVE-2007-1710 CVE-2007-1711 CVE-2007-1717 CVE-2007-1718 CVE-2007-1777 CVE-2007-1824 CVE-2007-1825 CVE-2007-1835 CVE-2007-1864 CVE-2007-1883 CVE-2007-1884 CVE-2007-1885 CVE-2007-1886 CVE-2007-1887 CVE-2007-1888 CVE-2007-1889 CVE-2007-1890 CVE-2007-1900 CVE-2007-2369 CVE-2007-2509 CVE-2007-2510 CVE-2007-2511 CVE-2007-2727 CVE-2007-2728 CVE-2007-2748 CVE-2007-2844 CVE-2007-2872 CVE-2007-3007 CVE-2007-3205 CVE-2007-3294 CVE-2007-3378 CVE-2007-3790 CVE-2007-3799 CVE-2007-3806 CVE-2007-3996 CVE-2007-3997 CVE-2007-3998 CVE-2007-4010 CVE-2007-4033 CVE-2007-4255 CVE-2007-4441 CVE-2007-4507 CVE-2007-4528 CVE-2007-4586 CVE-2007-4596 CVE-2007-4652 CVE-2007-4657 CVE-2007-4658 CVE-2007-4659 CVE-2007-4660 CVE-2007-4661 CVE-2007-4662 CVE-2007-4663 CVE-2007-4670 CVE-2007-4782 CVE-2007-4783 CVE-2007-4784 CVE-2007-4825 CVE-2007-4840 CVE-2007-4850 CVE-2007-4887 CVE-2007-4889 CVE-2007-5128 CVE-2007-5424 CVE-2007-5447 CVE-2007-5653 CVE-2007-5898 CVE-2007-5899 CVE-2007-5900 CVE-2007-6039 CVE-2008-0145 CVE-2008-0599 CVE-2008-1384 CVE-2008-2050 CVE-2008-2051 CVE-2008-2107 CVE-2008-2108 CVE-2008-2371 CVE-2008-2665 CVE-2008-2666 CVE-2008-2829 CVE-2008-3658 CVE-2008-3659 CVE-2008-3660 CVE-2008-4107 CVE-2008-5498 CVE-2008-5557 CVE-2008-5624 CVE-2008-5625 CVE-2008-5658 CVE-2008-5814 CVE-2008-5844 CVE-2008-7002 CVE-2008-7068 CVE-2009-0754 CVE-2009-1271 CVE-2009-1272 CVE-2009-2626 CVE-2009-2687 CVE-2009-3291 CVE-2009-3292 CVE-2009-3293 CVE-2009-3294 CVE-2009-3546 CVE-2009-3557 CVE-2009-3558 CVE-2009-3559 CVE-2009-4017 CVE-2009-4018 CVE-2009-4142 CVE-2009-4143 CVE-2009-4418 CVE-2009-5016 CVE-2010-0397 CVE-2010-1128 CVE-2010-1129 CVE-2010-1130 CVE-2010-1860 CVE-2010-1861 CVE-2010-1862 CVE-2010-1864 CVE-2010-1866 CVE-2010-1868 CVE-2010-1914 CVE-2010-1915 CVE-2010-1917 CVE-2010-2093 CVE-2010-2094 CVE-2010-2097 CVE-2010-2100 CVE-2010-2101 CVE-2010-2190 CVE-2010-2191 CVE-2010-2225 CVE-2010-2484 CVE-2010-2531 CVE-2010-2950 CVE-2010-3062 CVE-2010-3063 CVE-2010-3064 CVE-2010-3065 CVE-2010-3436 CVE-2010-3709 CVE-2010-3710 CVE-2010-3870 CVE-2010-4150 CVE-2010-4156 CVE-2010-4409 CVE-2010-4645 CVE-2010-4657 CVE-2010-4697 CVE-2010-4698 CVE-2010-4699 CVE-2010-4700 CVE-2011-0420 CVE-2011-0421 CVE-2011-0441 CVE-2011-0708 CVE-2011-0752 CVE-2011-0753 CVE-2011-0754 CVE-2011-0755 CVE-2011-1092 CVE-2011-1148 CVE-2011-1153 CVE-2011-1398 CVE-2011-1464 CVE-2011-1466 CVE-2011-1467 CVE-2011-1468 CVE-2011-1469 CVE-2011-1470 CVE-2011-1471 CVE-2011-1657 CVE-2011-1938 CVE-2011-1939 CVE-2011-2202 CVE-2011-2483 CVE-2011-3182 CVE-2011-3189 CVE-2011-3267 CVE-2011-3268 CVE-2011-3336 CVE-2011-3379 CVE-2011-4078 CVE-2011-4153 CVE-2011-4566 CVE-2011-4718 CVE-2011-4885 CVE-2012-0057 CVE-2012-0781 CVE-2012-0788 CVE-2012-0789 CVE-2012-0830 CVE-2012-0831 CVE-2012-1171 CVE-2012-1172 CVE-2012-1823 CVE-2012-2143 CVE-2012-2311 CVE-2012-2329 CVE-2012-2335 CVE-2012-2336 CVE-2012-2376 CVE-2012-2386 CVE-2012-2688 CVE-2012-3365 CVE-2012-3450 CVE-2012-4388 CVE-2012-5381 CVE-2012-6113 CVE-2013-1635 CVE-2013-1643 CVE-2013-1824 CVE-2013-2110 CVE-2013-2220 CVE-2013-3735 CVE-2013-4113 CVE-2013-4248 CVE-2013-4635 CVE-2013-4636 CVE-2013-6420 CVE-2013-6501 CVE-2013-6712 CVE-2013-7226 CVE-2013-7327 CVE-2013-7328 CVE-2013-7345 CVE-2013-7456 CVE-2014-0185 CVE-2014-0207 CVE-2014-0236 CVE-2014-0237 CVE-2014-0238 CVE-2014-1943 CVE-2014-2020 CVE-2014-2270 CVE-2014-2497 CVE-2014-3478 CVE-2014-3479 CVE-2014-3480 CVE-2014-3487 CVE-2014-3515 CVE-2014-3538 CVE-2014-3587 CVE-2014-3597 CVE-2014-3622 CVE-2014-3668 CVE-2014-3669 CVE-2014-3670 CVE-2014-3710 CVE-2014-3981 CVE-2014-4049 CVE-2014-4670 CVE-2014-4698 CVE-2014-4721 CVE-2014-5120 CVE-2014-5459 CVE-2014-8142 CVE-2014-8626 CVE-2014-9425 CVE-2014-9426 CVE-2014-9427 CVE-2014-9652 CVE-2014-9653 CVE-2014-9705 CVE-2014-9709 CVE-2014-9767 CVE-2014-9912 CVE-2015-0231 CVE-2015-0232 CVE-2015-0235 CVE-2015-0273 CVE-2015-1351 CVE-2015-1352 CVE-2015-2301 CVE-2015-2305 CVE-2015-2325 CVE-2015-2326 CVE-2015-2331 CVE-2015-2348 CVE-2015-2783 CVE-2015-2787 CVE-2015-3152 CVE-2015-3307 CVE-2015-3329 CVE-2015-3330 CVE-2015-3411 CVE-2015-3412 CVE-2015-3414 CVE-2015-3415 CVE-2015-3416 CVE-2015-4021 CVE-2015-4022 CVE-2015-4024 CVE-2015-4025 CVE-2015-4026 CVE-2015-4116 CVE-2015-4147 CVE-2015-4148 CVE-2015-4598 CVE-2015-4599 CVE-2015-4600 CVE-2015-4601 CVE-2015-4602 CVE-2015-4603 CVE-2015-4604 CVE-2015-4605 CVE-2015-4642 CVE-2015-4643 CVE-2015-4644 CVE-2015-5589 CVE-2015-5590 CVE-2015-6497 CVE-2015-6527 CVE-2015-6831 CVE-2015-6832 CVE-2015-6833 CVE-2015-6834 CVE-2015-6835 CVE-2015-6836 CVE-2015-6837 CVE-2015-6838 CVE-2015-7774 CVE-2015-7803 CVE-2015-7804 CVE-2015-8383 CVE-2015-8386 CVE-2015-8387 CVE-2015-8389 CVE-2015-8390 CVE-2015-8391 CVE-2015-8393 CVE-2015-8394 CVE-2015-8616 CVE-2015-8617 CVE-2015-8835 CVE-2015-8838 CVE-2015-8865 CVE-2015-8866 CVE-2015-8867 CVE-2015-8873 CVE-2015-8874 CVE-2015-8876 CVE-2015-8877 CVE-2015-8878 CVE-2015-8879 CVE-2015-8880 CVE-2015-8935 CVE-2015-8994 CVE-2015-9253 CVE-2016-10158 CVE-2016-10159 CVE-2016-10160 CVE-2016-10161 CVE-2016-10162 CVE-2016-10397 CVE-2016-10712 CVE-2016-1283 CVE-2016-1903 CVE-2016-1904 CVE-2016-2554 CVE-2016-3074 CVE-2016-3078 CVE-2016-3132 CVE-2016-3141 CVE-2016-3142 CVE-2016-3167 CVE-2016-3171 CVE-2016-3185 CVE-2016-4070 CVE-2016-4071 CVE-2016-4072 CVE-2016-4073 CVE-2016-4342 CVE-2016-4343 CVE-2016-4344 CVE-2016-4345 CVE-2016-4346 CVE-2016-4473 CVE-2016-4537 CVE-2016-4538 CVE-2016-4539 CVE-2016-4540 CVE-2016-4541 CVE-2016-4542 CVE-2016-4543 CVE-2016-4544 CVE-2016-5093 CVE-2016-5094 CVE-2016-5095 CVE-2016-5096 CVE-2016-5114 CVE-2016-5116 CVE-2016-5385 CVE-2016-5399 CVE-2016-5766 CVE-2016-5767 CVE-2016-5768 CVE-2016-5769 CVE-2016-5770 CVE-2016-5771 CVE-2016-5772 CVE-2016-5773 CVE-2016-6128 CVE-2016-6174 CVE-2016-6207 CVE-2016-6288 CVE-2016-6289 CVE-2016-6290 CVE-2016-6291 CVE-2016-6292 CVE-2016-6294 CVE-2016-6295 CVE-2016-6296 CVE-2016-6297 CVE-2016-7124 CVE-2016-7125 CVE-2016-7126 CVE-2016-7127 CVE-2016-7128 CVE-2016-7129 CVE-2016-7130 CVE-2016-7131 CVE-2016-7132 CVE-2016-7133 CVE-2016-7134 CVE-2016-7405 CVE-2016-7411 CVE-2016-7412 CVE-2016-7413 CVE-2016-7414 CVE-2016-7416 CVE-2016-7417 CVE-2016-7418 CVE-2016-7478 CVE-2016-7479 CVE-2016-7480 CVE-2016-7568 CVE-2016-8670 CVE-2016-9137 CVE-2016-9138 CVE-2016-9933 CVE-2016-9934 CVE-2016-9935 CVE-2016-9936 CVE-2017-11142 CVE-2017-11143 CVE-2017-11144 CVE-2017-11145 CVE-2017-11147 CVE-2017-11362 CVE-2017-11628 CVE-2017-12868 CVE-2017-12932 CVE-2017-12933 CVE-2017-12934 CVE-2017-16642 CVE-2017-5340 CVE-2017-6441 CVE-2017-7189 CVE-2017-7272 CVE-2017-7890 CVE-2017-7963 CVE-2017-8923 CVE-2017-9067 CVE-2017-9118 CVE-2017-9119 CVE-2017-9120 CVE-2017-9224 CVE-2017-9225 CVE-2017-9226 CVE-2017-9227 CVE-2017-9228 CVE-2017-9229 CVE-2018-10545 CVE-2018-10546 CVE-2018-10547 CVE-2018-10548 CVE-2018-10549 CVE-2018-11756 CVE-2018-12882 CVE-2018-14851 CVE-2018-14883 CVE-2018-14884 CVE-2018-15132 CVE-2018-17082 CVE-2018-19395 CVE-2018-19396 CVE-2018-19518 CVE-2018-19520 CVE-2018-19935 CVE-2018-20783 CVE-2018-5711 CVE-2018-5712 CVE-2018-7584 CVE-2019-11034 CVE-2019-11035 CVE-2019-11036 CVE-2019-11038 CVE-2019-11039 CVE-2019-11040 CVE-2019-11041 CVE-2019-11042 CVE-2019-11043 CVE-2019-11044 CVE-2019-11045 CVE-2019-11046 CVE-2019-11047 CVE-2019-11048 CVE-2019-11049 CVE-2019-11050 CVE-2019-13224 CVE-2019-19246 CVE-2019-6977 CVE-2019-9020 CVE-2019-9021 CVE-2019-9022 CVE-2019-9023 CVE-2019-9024 CVE-2019-9025 CVE-2019-9637 CVE-2019-9638 CVE-2019-9639 CVE-2019-9640 CVE-2019-9641 CVE-2019-9675 CVE-2020-11579 CVE-2020-7059 CVE-2020-7060 CVE-2020-7061 CVE-2020-7062 CVE-2020-7063 CVE-2020-7064 CVE-2020-7065 CVE-2020-7066 CVE-2020-7067 CVE-2020-7068 CVE-2020-7069 CVE-2020-7070 CVE-2020-7071 CVE-2021-21702 CVE-2021-21703 CVE-2021-21704 CVE-2021-21705 CVE-2021-21706 CVE-2021-21707 CVE-2021-21708 CVE-2021-29399
phpbb/phpbb,phpbb,phpbb,CVE-2001-1471 CVE-2002-2255 CVE-2002-2346 CVE-2003-1530 CVE-2006-2220 CVE-2006-5191 CVE-2006-7168 CVE-2007-4653 CVE-2007-4984 CVE-2007-5173 CVE-2007-5688 CVE-2008-0471 CVE-2008-1305 CVE-2008-1766 CVE-2008-3224 CVE-2008-4125 CVE-2008-6301 CVE-2008-6314 CVE-2008-6506 CVE-2008-6507 CVE-2008-7143 CVE-2009-3052 CVE-2010-1627 CVE-2010-1630 CVE-2011-0544 CVE-2015-1431 CVE-2015-1432 CVE-2015-3880 CVE-2017-1000419 CVE-2018-19274 CVE-2019-11767 CVE-2019-13376 CVE-2019-16107 CVE-2019-16108 CVE-2019-16993 CVE-2019-9826 CVE-2020-5501 CVE-2020-5502 CVE-2020-8226
PHPFusion/PHPFusion,phpfusion,phpfusion,CVE-2004-1723 CVE-2004-1724 CVE-2004-2437 CVE-2004-2438 CVE-2005-0345 CVE-2005-0692 CVE-2005-0829 CVE-2005-2074 CVE-2005-2075 CVE-2005-2401 CVE-2005-2783 CVE-2005-3157 CVE-2005-3158 CVE-2005-3159 CVE-2005-3160 CVE-2005-3161 CVE-2005-3739 CVE-2005-3740 CVE-2005-4005 CVE-2005-4516 CVE-2005-4517 CVE-2005-4655 CVE-2006-0593 CVE-2006-2330 CVE-2006-2331 CVE-2006-2459 CVE-2006-3555 CVE-2006-4673 CVE-2007-3559 CVE-2008-1918 CVE-2008-5074 CVE-2008-5196 CVE-2008-5197 CVE-2008-5335 CVE-2008-5733 CVE-2008-5946 CVE-2008-6850 CVE-2009-0831 CVE-2009-0832 CVE-2009-3119 CVE-2009-4889 CVE-2010-4791 CVE-2010-4931 CVE-2011-0512 CVE-2012-6043 CVE-2013-1803 CVE-2013-1804 CVE-2013-1806 CVE-2013-1807 CVE-2013-7375 CVE-2014-8596 CVE-2014-8597 CVE-2015-8375 CVE-2019-12099 CVE-2020-12438 CVE-2020-12461 CVE-2020-12706 CVE-2020-12708 CVE-2020-12718 CVE-2020-14960 CVE-2020-15041 CVE-2020-17449 CVE-2020-17450 CVE-2020-23178 CVE-2020-23179 CVE-2020-23181 CVE-2020-23182 CVE-2020-23184 CVE-2020-23185 CVE-2020-23658 CVE-2020-23702 CVE-2020-23754 CVE-2020-24949 CVE-2020-35687 CVE-2020-35952 CVE-2021-28280 CVE-2021-3172 CVE-2021-40188 CVE-2021-40189 CVE-2021-40541
phpipam/phpipam,phpipam,phpipam,CVE-2015-6529 CVE-2017-15640 CVE-2017-6481 CVE-2018-1000860 CVE-2018-1000869 CVE-2018-1000870 CVE-2018-10329 CVE-2019-1000010 CVE-2019-16692 CVE-2019-16693 CVE-2019-16694 CVE-2019-16695 CVE-2019-16696 CVE-2020-13225 CVE-2020-7988 CVE-2021-35438 CVE-2021-46426 CVE-2022-1223 CVE-2022-1224 CVE-2022-1225 CVE-2022-1226 CVE-2022-23045 CVE-2022-23046
PHPMailer/PHPMailer,phpmailer,phpmailer,CVE-2005-1807 CVE-2007-3215
phpmyadmin/phpmyadmin,phpmyadmin,phpmyadmin,CVE-2001-0478 CVE-2001-1060 CVE-2004-0129 CVE-2004-1055 CVE-2004-1147 CVE-2004-1148 CVE-2004-2630 CVE-2004-2631 CVE-2004-2632 CVE-2005-0459 CVE-2005-0543 CVE-2005-0544 CVE-2005-0567 CVE-2005-0653 CVE-2005-0992 CVE-2005-1392 CVE-2005-2869 CVE-2005-3299 CVE-2005-3300 CVE-2005-3301 CVE-2005-3621 CVE-2005-3622 CVE-2005-3665 CVE-2005-3787 CVE-2005-4079 CVE-2005-4349 CVE-2005-4450 CVE-2006-1258 CVE-2006-1678 CVE-2006-1803 CVE-2006-1804 CVE-2006-2031 CVE-2006-2417 CVE-2006-2418 CVE-2006-3388 CVE-2006-5116 CVE-2006-5117 CVE-2006-5718 CVE-2006-6373 CVE-2006-6374 CVE-2006-6942 CVE-2006-6943 CVE-2006-6944 CVE-2007-0095 CVE-2007-0203 CVE-2007-0204 CVE-2007-0341 CVE-2007-1325 CVE-2007-1395 CVE-2007-2016 CVE-2007-2245 CVE-2007-4306 CVE-2007-5386 CVE-2007-5589 CVE-2007-5976 CVE-2007-5977 CVE-2007-6100 CVE-2008-1149 CVE-2008-1567 CVE-2008-1924 CVE-2008-2960 CVE-2008-3197 CVE-2008-3456 CVE-2008-3457 CVE-2008-4096 CVE-2008-4326 CVE-2008-4775 CVE-2008-5621 CVE-2008-7251 CVE-2008-7252 CVE-2009-1148 CVE-2009-1149 CVE-2009-1150 CVE-2009-1151 CVE-2009-1285 CVE-2009-2284 CVE-2009-3696 CVE-2009-3697 CVE-2009-4605 CVE-2010-2958 CVE-2010-3055 CVE-2010-3056 CVE-2010-3263 CVE-2010-4329 CVE-2010-4480 CVE-2010-4481 CVE-2011-0986 CVE-2011-0987 CVE-2011-1940 CVE-2011-1941 CVE-2011-2505 CVE-2011-2506 CVE-2011-2507 CVE-2011-2508 CVE-2011-2642 CVE-2011-2643 CVE-2011-2718 CVE-2011-2719 CVE-2011-3181 CVE-2011-3591 CVE-2011-3592 CVE-2011-3646 CVE-2011-4064 CVE-2011-4107 CVE-2011-4634 CVE-2011-4780 CVE-2011-4782 CVE-2012-1190 CVE-2012-1902 CVE-2012-4219 CVE-2012-4345 CVE-2012-4579 CVE-2012-5159 CVE-2012-5339 CVE-2012-5368 CVE-2012-5469 CVE-2013-1937 CVE-2013-3238 CVE-2013-3239 CVE-2013-3240 CVE-2013-3241 CVE-2013-3742 CVE-2013-4729 CVE-2013-4995 CVE-2013-4996 CVE-2013-4997 CVE-2013-4998 CVE-2013-4999 CVE-2013-5000 CVE-2013-5001 CVE-2013-5002 CVE-2013-5003 CVE-2013-5029 CVE-2014-1879 CVE-2014-4348 CVE-2014-4349 CVE-2014-4954 CVE-2014-4955 CVE-2014-4986 CVE-2014-4987 CVE-2014-5273 CVE-2014-5274 CVE-2014-6300 CVE-2014-7217 CVE-2014-8326 CVE-2014-8958 CVE-2014-8959 CVE-2014-8960 CVE-2014-8961 CVE-2014-9218 CVE-2014-9219 CVE-2015-2206 CVE-2015-3902 CVE-2015-3903 CVE-2015-6830 CVE-2015-7873 CVE-2015-8669 CVE-2016-1927 CVE-2016-2038 CVE-2016-2039 CVE-2016-2040 CVE-2016-2041 CVE-2016-2042 CVE-2016-2043 CVE-2016-2044 CVE-2016-2045 CVE-2016-2559 CVE-2016-2560 CVE-2016-2561 CVE-2016-2562 CVE-2016-4412 CVE-2016-5097 CVE-2016-5098 CVE-2016-5099 CVE-2016-5701 CVE-2016-5702 CVE-2016-5703 CVE-2016-5704 CVE-2016-5705 CVE-2016-5706 CVE-2016-5730 CVE-2016-5731 CVE-2016-5732 CVE-2016-5733 CVE-2016-5734 CVE-2016-5739 CVE-2016-6606 CVE-2016-6607 CVE-2016-6608 CVE-2016-6609 CVE-2016-6610 CVE-2016-6611 CVE-2016-6612 CVE-2016-6613 CVE-2016-6614 CVE-2016-6615 CVE-2016-6616 CVE-2016-6617 CVE-2016-6618 CVE-2016-6619 CVE-2016-6620 CVE-2016-6621 CVE-2016-6622 CVE-2016-6623 CVE-2016-6624 CVE-2016-6625 CVE-2016-6626 CVE-2016-6627 CVE-2016-6628 CVE-2016-6629 CVE-2016-6630 CVE-2016-6631 CVE-2016-6632 CVE-2016-6633 CVE-2016-9847 CVE-2016-9848 CVE-2016-9849 CVE-2016-9850 CVE-2016-9851 CVE-2016-9852 CVE-2016-9853 CVE-2016-9854 CVE-2016-9855 CVE-2016-9856 CVE-2016-9857 CVE-2016-9858 CVE-2016-9859 CVE-2016-9860 CVE-2016-9861 CVE-2016-9862 CVE-2016-9863 CVE-2016-9864 CVE-2016-9865 CVE-2016-9866 CVE-2017-1000013 CVE-2017-1000014 CVE-2017-1000015 CVE-2017-1000016 CVE-2017-1000017 CVE-2017-1000018 CVE-2017-1000499 CVE-2017-18264 CVE-2018-10188 CVE-2018-12581 CVE-2018-12613 CVE-2018-15605 CVE-2018-19968 CVE-2018-19969 CVE-2018-19970 CVE-2018-7260 CVE-2019-11768 CVE-2019-12616 CVE-2019-12922 CVE-2019-18622 CVE-2019-19617 CVE-2019-6798 CVE-2019-6799 CVE-2020-10802 CVE-2020-10803 CVE-2020-10804 CVE-2020-11441 CVE-2020-22278 CVE-2020-22452 CVE-2020-26934 CVE-2020-26935 CVE-2020-5504 CVE-2022-0813 CVE-2022-23807 CVE-2022-23808
PHPOffice/PhpSpreadsheet,phpoffice,phpspreadsheet,CVE-2018-19277 CVE-2019-12331 CVE-2020-7776
phppgadmin/phppgadmin,phppgadmin,phppgadmin,CVE-2001-0479 CVE-2005-2256 CVE-2007-2865 CVE-2007-5728 CVE-2008-5587 CVE-2011-3598
phpseclib/phpseclib,phpseclib,phpseclib,CVE-2021-30130
phpsysinfo/phpsysinfo,phpsysinfo,phpsysinfo,CVE-2003-0536 CVE-2005-0869 CVE-2005-0870 CVE-2005-3348 CVE-2006-3360 CVE-2007-4048
phusion/passenger,phusion,passenger,CVE-2012-6135 CVE-2013-2119 CVE-2013-4136 CVE-2014-1831 CVE-2014-1832 CVE-2016-10345 CVE-2017-16355 CVE-2018-12026 CVE-2018-12027 CVE-2018-12028 CVE-2018-12029 CVE-2018-12615
pi-hole/pi-hole,pi-hole,pi-hole,CVE-2019-13051 CVE-2020-11108 CVE-2020-12620 CVE-2020-14162 CVE-2020-14971 CVE-2020-35591 CVE-2020-35592 CVE-2020-35659 CVE-2020-8816 CVE-2021-29448 CVE-2021-29449 CVE-2021-32706 CVE-2021-32793
pi-hole/web,pihole,webinterface,
pimcore/data-hub,pimcore,data-hub,CVE-2022-0955
pimcore/pimcore,pimcore,pimcore,CVE-2014-2921 CVE-2014-2922 CVE-2015-4425 CVE-2015-4426 CVE-2018-14057 CVE-2018-14058 CVE-2018-14059 CVE-2019-10763 CVE-2019-10867 CVE-2019-16317 CVE-2019-16318 CVE-2019-18656 CVE-2019-18981 CVE-2019-18982 CVE-2019-18985 CVE-2019-18986 CVE-2020-26246 CVE-2020-7759 CVE-2021-23340 CVE-2021-23405 CVE-2021-37702 CVE-2021-39166 CVE-2021-39170 CVE-2021-39189 CVE-2021-4081 CVE-2021-4082 CVE-2021-4084 CVE-2021-4139 CVE-2021-4146 CVE-2022-0251 CVE-2022-0256 CVE-2022-0257 CVE-2022-0258 CVE-2022-0260 CVE-2022-0262 CVE-2022-0263 CVE-2022-0285 CVE-2022-0348 CVE-2022-0509 CVE-2022-0510 CVE-2022-0565 CVE-2022-0665 CVE-2022-0704 CVE-2022-0705 CVE-2022-0831 CVE-2022-0832 CVE-2022-0893 CVE-2022-0894 CVE-2022-0911 CVE-2022-1219 CVE-2022-1339 CVE-2022-1351 CVE-2022-1429 CVE-2022-2796
pingcap/tidb,pingcap,tidb,CVE-2022-3023
pion/dtls,pion,dtls,CVE-2019-20786 CVE-2022-29189 CVE-2022-29190 CVE-2022-29222
Piwigo/LocalFilesEditor,piwigo,localfileseditor,CVE-2021-31783
